39960	10.600382	1.571372	3
29608	12.670431	0.312256	3
35400	12.109097	0.307618	3
22602	1.558132	0.905974	1
0	0.000000	0.256560	2
26825	9.629944	1.460409	3
32166	7.136406	0.174574	3
8522	3.457315	0.775826	2
60711	6.122575	0.260981	1
13469	0.000000	0.272714	2
69702	9.605823	1.611640	1
76679	20.276967	1.161080	1
16524	0.000000	1.652856	2
19599	8.796893	0.096632	3
13169	6.701255	1.040130	2
7309	5.619083	0.431044	2
43877	7.723425	1.185131	1
31856	3.824333	1.256108	1
13242	4.019822	0.626068	2
6517	6.066381	1.033675	2
16332	0.574739	0.346816	2
37474	7.366336	1.343838	3
6798	0.980431	0.640945	2
43852	4.102976	0.767787	1
17495	11.029161	0.182715	3
7995	0.000000	0.245087	2
10006	0.050652	0.338716	2
39997	12.516657	0.129925	3
68113	13.090633	1.166500	1
74449	16.587169	1.460812	1
34182	12.924742	1.368583	3
4704	4.246289	1.365063	2
62124	12.655173	0.669825	1
67276	8.203256	0.911288	3
50385	6.606950	0.551123	3
35040	3.875053	1.239270	1
0	0.645984	0.499976	2
4784	2.291948	1.121247	2
61767	13.415194	1.373072	1
45594	3.661735	0.529158	1
46615	4.798455	0.737329	1
9688	2.340213	0.515931	2
2017	0.904847	1.104883	2
34870	11.127628	0.356062	3
47745	10.739195	0.379989	3
74535	11.629475	0.759426	1
6803	5.026591	0.732168	2
9030	0.000000	0.178303	2
64752	7.621519	1.420236	1
4334	0.000000	0.203306	2
9538	0.000000	1.234316	2
12231	0.210899	1.372415	2
63865	6.205158	1.439023	1
8819	3.902332	1.050988	2
11766	1.725917	0.617456	2
18843	8.173228	1.579832	3
25523	1.744517	1.345202	2
13328	2.892778	0.601154	2
71374	9.763464	1.557383	1
72310	9.962608	0.209487	1
70389	8.741640	0.224741	1
21892	8.166375	1.203713	3
8409	10.050835	1.610111	3
41984	3.177174	1.590954	1
11257	2.639745	1.301385	2
67370	11.640043	0.887346	1
32337	7.462111	0.348922	3
14864	1.065014	1.520892	2
20844	1.176511	0.956621	2
63174	3.562420	1.658795	1
30627	10.838159	0.289558	3
33961	5.375951	1.556122	1
31977	8.932369	0.802148	3
4956	1.196719	0.741008	2
25489	12.232972	0.959656	3
24251	2.281503	1.109012	2
5409	2.087186	0.384025	2
54552	4.688911	0.586327	1
36935	10.261209	0.384256	3
63009	5.359917	0.361596	1
21460	4.914146	0.718152	2
2788	8.557226	0.989227	2
74934	5.499710	0.610228	1
2310	5.586122	1.697382	2
74493	10.299636	0.514535	1
23097	3.946005	0.251858	1
42152	14.070785	1.344890	3
27210	9.209436	0.706606	3
51669	1.874212	1.288192	1
5058	3.983018	0.067761	2
41764	11.533333	1.533936	3
56461	5.219189	0.253174	1
24994	0.722232	1.260386	1
9923	8.740338	0.438402	3
64583	6.665495	1.379799	1
31640	12.890334	0.653258	3
29379	9.144588	1.124345	3
38500	9.043299	0.013904	3
13493	7.083340	1.460108	2
32709	7.086255	0.252822	3
9523	2.919221	1.350305	2
54765	4.192213	1.564198	1
14300	4.468713	1.350364	2
14776	1.085209	0.164240	2
23440	3.191018	0.206737	1
38567	12.182373	1.004840	3
51621	10.020545	0.724132	3
49954	7.402014	1.092603	3
13119	2.818350	0.443653	2
15113	3.635447	0.780713	2
36206	1.486349	0.189089	1
44496	10.422215	0.203919	3
69800	13.047595	0.154788	1
15180	7.095537	0.529846	3
9422	2.671564	1.161238	2
33641	12.358889	1.244899	3
39655	9.517348	1.030738	3
13875	2.913950	0.923062	2
6947	3.124822	1.301094	2
22320	7.359905	0.274769	2
74425	17.305580	0.463221	1
38921	10.907779	0.031544	3
12092	6.437730	0.598513	2
7354	4.856191	0.247930	2
14542	3.970694	1.498951	2
15670	5.487614	1.567612	2
25931	0.048835	0.851324	1
75920	10.076793	1.214981	1
2154	2.292106	0.945856	2
59120	1.179870	0.442636	1
45182	1.972936	1.416929	1
67531	6.069914	0.459457	1
70991	12.685909	1.457046	1
71310	8.834775	0.917129	1
8447	1.335536	0.817062	2
10523	3.353658	0.680781	2
17132	0.000000	1.453276	2
29867	7.489107	0.292331	3
23888	11.972520	0.619860	3
24150	10.221900	1.165759	3
10236	0.000000	0.831814	2
37132	9.399642	0.699743	3
42318	8.983989	0.224599	3
32059	8.916629	0.268832	3
10385	1.287720	1.348983	2
38936	6.232812	0.377690	3
9054	3.514201	0.800137	2
42033	2.418996	1.373265	1
48344	12.181482	0.928282	3
31977	13.318384	0.690765	3
50335	11.707311	0.937427	3
47156	7.764575	0.537995	3
19909	8.521593	0.734106	3
23979	7.468457	0.835042	3
69563	12.715625	1.291457	1
17289	0.000000	0.595266	2
5229	3.200176	0.633239	2
31067	8.128873	0.226172	3
22753	7.452120	0.446730	3
10933	5.743235	0.220798	2
32657	6.601799	0.611640	3
18442	2.225312	0.511189	2
36528	2.627144	0.237016	1
20956	3.258794	0.901030	2
17804	7.460699	1.497301	2
3972	3.020374	0.046809	2
41152	14.646714	0.853955	3
59086	1.722757	0.071758	1
54207	1.954024	0.776925	1
55839	14.206232	1.073210	3
27969	2.296694	0.987955	1
22618	9.855849	1.375916	3
79978	16.801762	1.430094	1
75659	13.301263	0.952334	1
41224	5.287542	1.528216	1
33084	1.612897	0.707756	1
10533	2.562003	1.093389	2
27156	9.051546	0.240492	3
80585	13.281237	0.735333	1
23685	8.515907	0.747363	3
4895	0.000000	1.363666	2
9381	1.637525	1.555163	2
12923	3.182044	0.386465	2
31097	3.595749	0.492309	1
0	2.985754	1.537201	2
6227	5.167885	0.813308	2
40132	3.682468	1.242093	1
48120	8.133955	0.079119	3
47423	13.242471	0.976395	3
31734	9.926090	1.635235	3
30773	0.566354	0.056545	1
37205	10.327111	0.506671	3
11015	2.582771	0.006773	2
44454	9.371861	1.539135	3
11996	1.062425	0.815299	2
30547	10.512901	0.985212	3
67036	6.080895	1.150517	1
43827	10.284935	0.371807	3
9442	4.081653	0.352027	2
12823	7.083550	0.428518	2
32063	10.686770	1.517883	3
33541	9.216717	1.027872	3
35850	0.554343	0.625513	1
41235	2.162099	1.101855	1
2246	0.845873	1.264870	2
14412	2.753346	0.491536	2
49538	0.000000	0.929100	1
20835	4.813866	0.276267	3
8975	0.915969	1.203469	2
9559	4.514589	1.202926	2
68994	6.309867	1.576424	1
74003	13.381056	0.028150	1
41754	7.337864	0.000085	3
31091	7.360826	0.668454	3
23810	5.192232	1.507799	3
70109	12.985776	1.166086	1
9805	1.930691	0.778971	2
15544	0.000000	1.615805	2
58190	2.743020	1.556972	1
72697	5.234711	0.637509	1
17280	3.072407	0.359452	2
40253	6.270249	0.613344	1
76193	15.171134	0.728609	1
36711	9.931331	0.432025	3
34352	7.190116	1.194065	3
52135	9.159614	1.577063	3
34848	13.414159	0.961943	3
40498	11.480738	1.282882	3
9721	6.695366	1.530398	2
58354	1.703043	1.115642	1
23172	3.105642	1.013971	1
32136	5.683007	0.939982	3
1821	11.633781	0.401796	2
52450	8.916497	1.313970	3
44979	0.594588	0.854398	1
22320	8.719037	0.526660	3
2739	11.243268	1.034100	2
60611	4.183836	0.813401	1
11446	2.290314	0.439524	2
24774	2.388334	0.665282	2
65916	7.788019	1.682384	1
16214	6.921059	0.883294	3
27769	2.708628	0.561846	1
44260	10.631443	0.972272	3
20653	1.914034	1.508031	2
12866	7.389994	0.097797	3
41471	3.863180	1.049407	1
17182	5.073299	0.907073	2
1447	0.384351	1.429747	2
33557	3.744519	0.895293	1
63904	7.225207	0.748306	1
76101	14.393435	1.117808	1
9679	0.000000	0.363673	2
71501	7.324783	1.346319	1
33432	3.690913	0.237759	1
28970	15.387225	0.738024	3
30363	2.258817	0.917920	1
60636	2.037027	0.581267	1
10479	1.659029	1.611738	2
74265	10.810591	0.216635	1
22902	12.992000	1.254367	3
20022	1.393888	0.657774	2
28437	14.016639	0.569869	3
68943	2.907936	0.749014	1
29169	1.454446	0.617147	1
2948	0.000000	1.168279	2
66402	7.364428	1.119485	1
47824	5.702279	1.592788	3
